Age,Gender,Education_Level,Marital_Status,Income,Credit_Score,Loan_Amount,Loan_Purpose,Employment_Status,Years_at_Current_Job,Payment_History,Debt_to_Income_Ratio,Assets_Value,Number_of_Dependents,City,State,Country,Previous_Defaults,Marital_Status_Change,Risk_Rating
18,Non-binary,High School,Divorced,27313,786,24399,Auto,Self-employed,10,Excellent,0.15104681,284643,4,Traceyshire,FL,North Macedonia,,2,Low
46,Male,PhD,Widowed,87228,602,,Personal,Self-employed,7,Poor,0.555169433,182601,4,Port Scottville,VT,Puerto Rico,4,1,Low
63,Female,Bachelor's,Divorced,101844,688,9667,Home,Employed,1,Excellent,0.251662122,61882,,West Robin,IL,Somalia,4,2,Low
32,Male,Master's,Widowed,102949,637,38759,Auto,Self-employed,18,Poor,0.351584417,,0,Stanleyborough,PW,Pakistan,,0,Low
47,Non-binary,High School,Married,28673,699,19540,Auto,Unemployed,19,Fair,0.408040672,255563,0,North Bonnie,MI,Mali,1,2,Medium
22,Female,Bachelor's,Widowed,35973,663,19492,Auto,Unemployed,2,Good,0.432494288,82006,3,Hartmanmouth,VI,Suriname,0,0,Medium
41,Male,Bachelor's,Single,62011,747,15722,Business,Employed,3,Poor,0.176553915,259195,2,Garrettton,MD,Romania,3,0,Medium
65,Female,High School,Divorced,,618,27165,Home,Self-employed,4,Poor,0.242235447,219776,2,Jonesfurt,SD,Antarctica (the territory South of 60 deg S),2,1,Low
36,Non-binary,Master's,Single,42942,,5346,Home,Self-employed,7,Good,0.13836783,146854,4,Hannahtown,PW,Netherlands,0,2,Low
43,Non-binary,High School,Divorced,111205,736,,Business,Self-employed,4,Poor,0.273947007,,3,Ramirezshire,WV,Mauritania,,1,Low
54,Male,Bachelor's,Married,114486,704,32353,Auto,Self-employed,7,Poor,0.400318279,222630,1,Jarviston,KY,Saint Pierre and Miquelon,1,1,Low
34,Female,Bachelor's,Single,42064,760,39482,Personal,Employed,0,Excellent,0.201900219,243318,0,Krystalberg,PA,Lesotho,3,2,Low
60,Female,PhD,Married,80883,699,46731,Auto,Employed,12,Excellent,0.561233428,200074,3,East Sherrifurt,GU,British Indian Ocean Territory (Chagos Archipelago),,2,Medium
43,Female,PhD,Widowed,31231,712,48935,Personal,Employed,8,Good,0.10750652,277314,2,South Kent,CT,Pakistan,3,0,Medium
47,Male,Bachelor's,Married,85651,799,17157,Auto,Unemployed,2,Fair,0.541920866,200136,3,Matthewshire,RI,Grenada,3,0,Medium
48,Male,PhD,Single,91982,602,33381,Home,Unemployed,7,Poor,0.523766671,,,Englishfurt,OR,Mali,3,1,Low
45,Male,Bachelor's,Divorced,85839,686,29177,Business,Self-employed,11,Excellent,0.260055213,114053,0,Port Vickie,LA,New Caledonia,4,0,Low
20,Non-binary,Bachelor's,Single,109590,625,41449,Personal,Self-employed,16,Fair,0.519828253,114922,1,Annettemouth,PR,Cape Verde,4,2,Low
43,Non-binary,Bachelor's,Widowed,68960,675,25542,Personal,Employed,10,Good,0.436279996,60758,,East Nancy,AZ,Vanuatu,2,2,Medium
47,Non-binary,High School,Single,58217,658,15328,Business,Unemployed,11,Poor,0.525407258,169695,0,East Nicholas,NH,Angola,0,0,Medium
47,Male,Master's,Widowed,105237,,14212,Personal,Unemployed,2,Fair,0.302355198,265480,4,Lake Susan,GA,Senegal,1,1,Low
52,Non-binary,Master's,Widowed,80656,710,46162,Personal,Self-employed,0,Excellent,0.578239275,,1,Peterstad,CA,Lebanon,0,2,Medium
49,Non-binary,Bachelor's,Married,105916,750,6324,Personal,Unemployed,17,Poor,0.269984459,89195,2,New Phillip,SD,Peru,1,1,High
35,Non-binary,PhD,Widowed,111627,630,39992,Home,Employed,14,Poor,0.394882648,200110,1,Johnsonborough,NC,Costa Rica,,0,Medium
33,Male,Master's,Married,50374,,,Business,Self-employed,18,Good,0.431651113,176978,2,Lake Jessicaborough,GA,Guyana,1,2,Medium
50,Female,Bachelor's,Single,29879,,34733,Business,Employed,13,Excellent,0.355564145,133149,0,Port Ericaside,NE,Martinique,1,0,Low
42,Male,Master's,Married,,,10737,Personal,Unemployed,1,Excellent,0.41629395,202129,3,Port Arielfurt,HI,Hungary,1,0,Medium
62,Non-binary,Master's,Single,74850,650,17324,Personal,Self-employed,14,Excellent,0.191276675,151244,0,New Catherineton,OR,Marshall Islands,0,2,Low
56,Male,PhD,Widowed,62530,754,,Home,Employed,0,Excellent,0.259699331,248213,3,Palmerville,IA,Vietnam,3,0,Medium
40,Male,Bachelor's,Single,90179,693,32825,Personal,Self-employed,5,Good,0.584147345,129600,3,Brownville,IL,Wallis and Futuna,4,1,Low
53,Non-binary,High School,Widowed,117507,685,45544,Auto,Self-employed,11,Good,0.375782652,228273,0,Smithtown,ME,Moldova,,1,Low
31,Male,High School,Married,34002,738,23618,Home,Unemployed,6,Fair,0.17305568,269695,3,Davismouth,AL,Peru,2,1,Low
33,Non-binary,Master's,Married,74333,693,47328,Personal,Unemployed,5,Poor,0.522094083,111726,,Port Mandyland,CA,Italy,1,0,Low
58,Male,High School,Divorced,109067,790,35949,Home,Self-employed,14,Poor,0.398211352,206088,,Marieside,NV,Zambia,1,0,Medium
47,Female,Master's,Married,54022,775,9445,Business,Employed,12,Fair,0.244654442,177570,1,Reedberg,MT,Thailand,,1,Low
24,Non-binary,PhD,Divorced,67278,742,13704,Auto,Self-employed,2,Excellent,0.499235055,171149,,Lake Christina,VT,French Southern Territories,,2,Medium
48,Male,Master's,Divorced,37540,673,34317,Home,Employed,7,Poor,0.505902726,32715,4,New Sara,NE,Morocco,4,1,Medium
24,Female,PhD,Single,,698,48874,Personal,Self-employed,11,Poor,0.246152951,45045,0,Lake Andrea,IL,Saint Pierre and Miquelon,,2,Medium
33,Non-binary,High School,Divorced,71171,642,,Personal,Employed,17,Excellent,0.4438352,152710,3,North Kennethborough,MS,Burkina Faso,1,1,High
55,Non-binary,High School,Divorced,98283,650,42997,Auto,Unemployed,17,Fair,0.486638679,178174,4,East John,ID,Argentina,0,0,Low
65,Male,High School,Single,27826,736,43125,Auto,Employed,18,Good,0.253161468,118770,0,West David,FL,Iraq,3,1,Medium
37,Male,High School,Single,96730,,28500,Personal,Self-employed,19,Excellent,0.142385514,281303,2,North Markberg,CO,El Salvador,4,0,Medium
38,Female,PhD,Divorced,84934,720,,Auto,Employed,6,Good,0.477975951,116141,2,Myerstown,PR,Canada,3,1,Low
54,Non-binary,Master's,Single,62296,744,23778,Business,Self-employed,1,Excellent,0.203052807,173854,0,Port Sandra,DE,Bulgaria,1,0,High
37,Female,PhD,Married,111551,632,10074,Business,Employed,6,Excellent,0.58737792,66221,,Tanyafort,OK,Saint Helena,2,0,Medium
52,Male,Bachelor's,Widowed,47260,608,23857,Home,Employed,6,Poor,0.346898528,,1,Shannonside,OK,Macao,4,1,Low
33,Male,Bachelor's,Divorced,65538,646,,Personal,Employed,12,Excellent,0.588080576,35469,3,Lake Emilyborough,CO,Seychelles,3,0,Low
50,Female,High School,Single,100352,621,,Personal,Employed,18,Good,0.44425245,171041,1,North Norma,PW,Latvia,3,1,Medium
30,Female,Bachelor's,Widowed,113925,611,48919,Business,Unemployed,19,Poor,0.470940166,28459,,Holmesmouth,RI,Malta,3,1,Low
25,Male,Bachelor's,Divorced,81971,646,48870,Personal,Employed,18,Excellent,0.377456979,,4,Lake Tina,WY,Sweden,,0,High
42,Female,Bachelor's,Widowed,47774,,,Auto,Unemployed,0,Excellent,0.509441806,275648,,South Vanessaville,KY,Montserrat,1,2,High
30,Non-binary,Master's,Widowed,114499,779,40584,Auto,Self-employed,6,Fair,0.284052614,76919,3,New Susan,AR,Mauritius,2,1,Low
19,Female,Bachelor's,Single,83471,793,8810,Personal,Self-employed,14,Excellent,0.511546796,145761,4,Baileystad,ND,Mauritania,1,0,Low
46,Non-binary,Master's,Widowed,56080,702,,Auto,Employed,13,Fair,0.227039443,57488,0,Newmanland,WY,Norfolk Island,3,1,Low
44,Non-binary,High School,Widowed,21320,733,34540,Home,Unemployed,4,Fair,0.336044823,,3,Lake Jesse,KS,United States Virgin Islands,0,1,Low
54,Female,Bachelor's,Divorced,54560,760,30826,Auto,Employed,11,Poor,0.568217248,21537,,Kennethberg,MP,Iceland,2,2,Low
19,Female,Master's,Divorced,115381,727,40970,Auto,Self-employed,14,Good,0.451811592,291530,1,Hunterside,SC,Namibia,0,0,Low
40,Non-binary,High School,Single,75122,,33345,Business,Employed,16,Good,0.321867162,,4,Pollardborough,WV,South Georgia and the South Sandwich Islands,0,0,Medium
43,Male,Master's,Divorced,81683,693,10316,Home,Employed,2,Good,0.351319135,28304,3,Dyerfort,MS,Holy See (Vatican City State),0,0,Low
67,Male,Bachelor's,Single,104661,771,8751,Personal,Employed,7,Good,0.508536076,100251,0,East Matthewtown,ME,Western Sahara,,1,Medium
51,Non-binary,Master's,Widowed,72299,676,37088,Auto,Unemployed,3,Fair,0.546674527,163332,,Kennethshire,HI,Anguilla,2,2,Medium
34,Non-binary,Master's,Married,78630,695,48757,Personal,Self-employed,12,Fair,0.430250038,,2,New Jason,NJ,Malawi,1,1,Low
19,Male,Master's,Widowed,106009,681,22351,Business,Self-employed,2,Excellent,0.587210053,162947,,North Daniel,AZ,Vietnam,4,0,Low
25,Non-binary,Master's,Single,37330,797,28892,Personal,Unemployed,11,Excellent,0.45114276,247877,3,Keithberg,IL,Iraq,2,1,Medium
59,Non-binary,Bachelor's,Single,,688,25432,Business,Unemployed,15,Good,0.540746534,275015,4,Rileyfurt,MS,Luxembourg,4,0,Medium
32,Female,PhD,Single,99688,732,12429,Home,Unemployed,8,Poor,0.430234003,267072,0,Port Sarahton,MI,North Macedonia,3,2,Medium
44,Female,Master's,Single,,791,30191,Home,Unemployed,13,Good,0.174938787,263286,3,Jacksonberg,UT,Slovakia (Slovak Republic),4,1,Low
28,Male,High School,Single,,690,29992,Home,Self-employed,3,Poor,0.112988652,,1,New Jasminefort,AL,Bouvet Island (Bouvetoya),1,2,Low
60,Male,PhD,Married,114018,636,28620,Business,Employed,1,Excellent,0.261044262,38980,3,West Kaylee,CO,Liberia,1,1,Medium
43,Female,PhD,Divorced,88309,724,7848,Auto,Self-employed,10,Excellent,0.253430491,103243,4,Fergusonchester,DC,Germany,,2,Low
51,Non-binary,High School,Divorced,62262,606,6667,Personal,Unemployed,4,Good,0.545189542,268305,,New Paulside,TN,Qatar,1,1,Low
60,Female,High School,Widowed,35070,642,,Personal,Self-employed,6,Good,0.561000552,294768,2,South Matthew,DE,El Salvador,2,2,Medium
35,Female,PhD,Single,39629,622,9537,Home,Unemployed,2,Fair,0.524358189,48636,1,Desireeville,DC,Sao Tome and Principe,4,0,Low
69,Non-binary,Bachelor's,Single,98672,792,5228,Home,Self-employed,1,Good,0.484613572,,1,Ashleyshire,DE,Japan,,1,Low
59,Male,High School,Divorced,83094,,,Home,Unemployed,6,Excellent,0.185278819,268737,1,New Melissa,SD,Burkina Faso,2,2,Low
42,Female,High School,Widowed,35203,726,34541,Auto,Unemployed,5,Poor,0.556476416,252977,0,East Morgan,MH,Saint Martin,,1,Medium
29,Male,Master's,Single,67940,618,31030,Home,Unemployed,12,Poor,0.383985345,,1,Darlenehaven,CA,Panama,2,0,Low
38,Male,PhD,Divorced,,697,5209,Personal,Employed,15,Poor,0.446923387,,2,Port Brittany,WI,Canada,1,1,Low
66,Female,High School,Single,61291,639,7908,Personal,Unemployed,12,Poor,0.168999693,33810,1,Port David,WA,Mayotte,3,2,Low
27,Female,Bachelor's,Widowed,42327,655,,Business,Employed,0,Excellent,0.437615532,90257,3,North Nicholasmouth,VI,Dominica,0,0,Medium
43,Male,PhD,Married,100562,785,,Home,Self-employed,14,Poor,0.193412716,155884,4,New Yvonne,AS,Taiwan,2,0,Low
46,Female,Master's,Married,34284,775,26340,Personal,Self-employed,14,Fair,0.400353991,64156,4,New Melissamouth,NV,Wallis and Futuna,0,2,Medium
33,Male,Master's,Married,115066,799,31359,Home,Self-employed,5,Excellent,0.228569153,142354,,North Brianbury,OK,Mexico,4,1,Low
43,Male,PhD,Divorced,26441,,49939,Home,Unemployed,1,Excellent,0.415477428,169702,0,South Jeffreyshire,MI,Tanzania,0,2,Low
28,Non-binary,Bachelor's,Divorced,98311,689,34763,Business,Employed,8,Excellent,0.388665461,216062,0,West Deanna,TN,India,3,2,Low
67,Male,Bachelor's,Widowed,63148,660,16704,Auto,Self-employed,0,Fair,0.334344621,40643,0,Kimberlychester,TX,Tajikistan,4,2,Low
27,Non-binary,PhD,Married,114436,775,39216,Business,Employed,7,Excellent,0.102012992,158498,,Torresbury,FL,South Georgia and the South Sandwich Islands,2,1,Low
28,Male,Bachelor's,Single,94693,718,20928,Business,Unemployed,5,Fair,0.323849811,257028,2,Josephstad,MP,Georgia,4,2,Low
68,Non-binary,High School,Widowed,117284,716,44218,Business,Self-employed,19,Excellent,0.307246407,,0,Emilyview,GA,Samoa,,0,High
48,Non-binary,High School,Married,,694,9370,Personal,Employed,8,Poor,0.35645066,,1,Haynesview,NE,Hong Kong,2,0,Medium
20,Female,PhD,Married,102245,686,33967,Business,Unemployed,4,Fair,0.192680772,116854,,New Frank,CA,Rwanda,2,2,Medium
27,Male,High School,Single,88173,746,14800,Personal,Self-employed,8,Fair,0.538712246,289092,0,South Susanfurt,KY,Congo,1,1,Low
34,Non-binary,High School,Married,70807,745,39572,Business,Employed,18,Good,0.433975274,130451,3,South Audrey,MP,Saint Lucia,4,0,Low
66,Non-binary,Bachelor's,Single,22944,668,44767,Auto,Employed,7,Excellent,0.448401898,31159,0,Kevinbury,TX,Belgium,,2,Medium
53,Male,PhD,Married,29475,725,,Home,Employed,6,Poor,0.112003281,189327,4,Jamesborough,OH,Iran,0,0,Low
51,Male,Bachelor's,Widowed,102141,636,,Business,Unemployed,5,Good,0.493768432,161711,4,Williamsmouth,DC,Saint Pierre and Miquelon,2,0,Medium
38,Female,High School,Divorced,99314,656,17158,Personal,Self-employed,8,Excellent,0.123889568,162247,4,Diazview,GU,Yemen,2,1,Low
48,Male,Bachelor's,Single,25465,671,36672,Auto,Self-employed,8,Fair,0.255003057,237546,4,Markville,PA,Romania,1,1,Medium
40,Female,High School,Widowed,104766,688,35808,Business,Employed,15,Poor,0.320768316,198067,1,West Scottshire,MS,Falkland Islands (Malvinas),4,1,High
66,Non-binary,High School,Widowed,94099,,41008,Business,Employed,15,Poor,0.224805287,137990,1,Lake Ellen,NC,Tanzania,2,1,Medium
25,Non-binary,Bachelor's,Married,95630,,47368,Personal,Unemployed,17,Fair,0.466649869,187156,,South Timothybury,PR,Ethiopia,1,1,High
52,Male,Bachelor's,Widowed,89806,,28542,Personal,Self-employed,8,Good,0.281239008,121092,3,South Priscillaland,NH,France,2,0,Low
69,Female,Master's,Divorced,118995,787,14398,Auto,Employed,15,Good,0.488273727,148047,0,Clarkborough,DE,Bermuda,3,1,Medium
31,Non-binary,High School,Widowed,63322,773,8074,Business,Employed,5,Fair,0.381467098,267802,3,Port Michaelmouth,ID,Romania,1,0,High
58,Non-binary,High School,Divorced,100845,606,9288,Auto,Self-employed,19,Poor,0.107825326,,0,New Larryborough,AR,Liechtenstein,4,2,Medium
43,Female,Master's,Single,34821,775,22889,Personal,Unemployed,18,Good,0.11872158,278194,0,Lake James,MD,Niue,3,2,High
51,Female,PhD,Divorced,23477,612,,Auto,Unemployed,8,Fair,0.293599287,,4,Michaelmouth,ME,Fiji,,0,Medium
19,Male,Master's,Divorced,33054,,,Business,Unemployed,3,Fair,0.51107983,204538,0,New Edwinbury,SD,Palestinian Territory,,2,Medium
66,Non-binary,Master's,Divorced,,687,5387,Business,Self-employed,13,Fair,0.139044029,,1,Maryburgh,AR,Mauritius,1,1,Low
18,Non-binary,High School,Widowed,99671,669,30460,Personal,Unemployed,18,Poor,0.433812231,25531,1,Jacquelineborough,MP,Greece,1,1,Medium
56,Male,High School,Widowed,73953,710,42364,Home,Self-employed,1,Good,0.555770849,152625,1,North Michael,NY,United States Minor Outlying Islands,2,2,Medium
18,Non-binary,Master's,Widowed,71500,734,44400,Personal,Self-employed,14,Excellent,0.248104199,127985,4,Dustinbury,CT,Malawi,,0,Low
53,Female,PhD,Divorced,88669,720,17468,Home,Self-employed,6,Excellent,0.575977216,199129,0,West Daniel,NE,Japan,4,1,Low
39,Non-binary,High School,Widowed,98886,695,30101,Auto,Employed,17,Excellent,0.441903682,200996,1,North Emily,KS,France,,2,Low
33,Non-binary,Bachelor's,Single,46953,627,23284,Business,Self-employed,7,Good,0.233152718,192563,3,West Michelle,VA,Monaco,0,1,Medium
40,Male,Master's,Widowed,,627,,Personal,Self-employed,14,Good,0.483204835,24340,0,Lake Kimberly,TN,Mauritius,0,1,Medium
41,Female,High School,Married,89852,676,27422,Home,Self-employed,9,Excellent,0.486273411,205004,1,Loweryland,VT,Tonga,4,0,Low
62,Male,PhD,Divorced,87384,606,7297,Business,Self-employed,4,Good,0.450293387,232491,3,West Melanieton,MH,Taiwan,0,0,Low
32,Female,Bachelor's,Married,78360,608,47644,Home,Unemployed,1,Fair,0.112276192,271432,3,East Veronica,KY,Tajikistan,4,0,Low
24,Male,High School,Single,57488,777,26533,Personal,Employed,2,Fair,0.408146803,,3,Harrismouth,MN,Kenya,0,0,Medium
58,Non-binary,PhD,Widowed,64153,658,12202,Home,Employed,12,Fair,0.179217424,186472,,South Lancehaven,FM,Sri Lanka,0,2,Low
30,Non-binary,Master's,Married,55059,756,7413,Personal,Employed,5,Good,0.494801779,29295,4,Walkerborough,WA,Tunisia,0,2,Low
59,Female,Master's,Married,77564,612,12357,Business,Employed,1,Good,0.453394498,111458,0,Tylerport,DE,Marshall Islands,2,1,Medium
69,Male,Master's,Widowed,,771,8974,Business,Employed,1,Good,0.188338371,,,North Ronald,KS,Cuba,2,1,Low
43,Female,Master's,Married,104156,,30993,Auto,Unemployed,17,Fair,0.491105474,181828,,Alvarezfurt,MS,Norway,4,1,Low
54,Female,Master's,Divorced,,642,22439,Home,Employed,12,Good,0.450881946,136141,2,North Vickieborough,WV,Sudan,2,2,Low
67,Male,PhD,Single,,672,20203,Auto,Employed,1,Poor,0.294590006,182768,0,Lake Juliechester,MT,China,0,1,Low
66,Male,Master's,Divorced,64764,600,25486,Auto,Employed,17,Good,0.454795899,79556,1,New Latashabury,AZ,Reunion,1,0,Medium
32,Female,High School,Widowed,118580,636,13116,Home,Self-employed,7,Fair,0.120713199,267284,3,Savannahfurt,NC,Mauritius,0,1,Low
20,Female,High School,Married,41961,612,30866,Auto,Employed,11,Excellent,0.300160555,294593,0,Port Kentberg,CO,Brunei Darussalam,2,1,Low
35,Female,Master's,Divorced,84766,622,20645,Business,Unemployed,6,Fair,0.507552882,77868,3,Blackwellchester,AR,Cote d'Ivoire,1,1,Medium
47,Female,Bachelor's,Married,100664,725,12939,Personal,Unemployed,2,Good,0.143515494,258171,,Port Kimberlyside,DC,Zambia,1,1,Low
36,Non-binary,Master's,Divorced,44448,631,30975,Auto,Self-employed,18,Good,0.194279933,130657,2,South Matthewmouth,MP,Bhutan,3,1,High
61,Male,PhD,Widowed,26518,759,21161,Personal,Employed,18,Poor,0.323939058,135490,1,East Timothy,CO,Zimbabwe,,0,Low
65,Non-binary,PhD,Single,,645,,Business,Unemployed,14,Poor,0.569969758,118975,3,Bradyfort,ND,Botswana,4,1,Medium
68,Female,High School,Single,113923,601,44653,Auto,Employed,1,Good,0.270090609,263788,2,New Lindsay,OH,Mayotte,2,2,High
22,Male,PhD,Divorced,107732,750,39235,Business,Unemployed,19,Excellent,0.295658091,62184,4,Lake John,TN,Belarus,,0,Medium
59,Female,Bachelor's,Divorced,117869,745,,Business,Employed,8,Fair,0.550514099,,1,Annborough,AK,San Marino,,1,Low
47,Male,Bachelor's,Married,36967,783,36845,Auto,Unemployed,11,Fair,0.434924574,,2,South Brendashire,RI,Norfolk Island,,1,Medium
29,Female,Bachelor's,Married,58785,644,19414,Home,Employed,3,Poor,0.210365536,71979,,Crossland,AS,Costa Rica,1,1,Low
28,Male,Bachelor's,Single,83969,671,44332,Business,Employed,16,Fair,0.45700939,88597,0,Julieborough,FM,United States of America,2,2,Low
66,Non-binary,PhD,Divorced,111109,664,16734,Auto,Unemployed,0,Fair,0.201180173,246188,0,Port Frank,RI,Grenada,2,2,High
49,Non-binary,PhD,Married,24507,676,,Auto,Self-employed,5,Good,0.561908292,131303,2,East Seanmouth,ND,Pakistan,1,2,Low
36,Female,PhD,Widowed,52548,766,8458,Auto,Employed,11,Fair,0.240513252,62171,1,Simsfurt,WI,Falkland Islands (Malvinas),3,1,Low
40,Non-binary,Bachelor's,Widowed,48287,610,25909,Home,Unemployed,10,Excellent,0.226010987,119245,1,Stephanieland,AZ,Hong Kong,,2,Low
45,Female,High School,Divorced,,798,43226,Business,Unemployed,4,Excellent,0.506575896,251522,0,New Angelabury,VT,Faroe Islands,2,0,Low
64,Male,PhD,Married,93471,784,23013,Auto,Employed,8,Good,0.211859021,171215,2,North Christinestad,SD,Greenland,,1,Low
56,Non-binary,High School,Divorced,36600,724,26718,Business,Unemployed,17,Excellent,0.179215904,34116,4,Henrystad,PR,Libyan Arab Jamahiriya,4,0,Low
37,Female,Master's,Widowed,117778,,27540,Home,Unemployed,14,Poor,0.478087887,254284,,Lake Ryan,IN,Cook Islands,1,0,Medium
55,Male,Bachelor's,Widowed,91114,,,Auto,Self-employed,12,Poor,0.280709107,235918,0,Hermanview,NC,Chile,1,2,High
58,Male,Bachelor's,Widowed,24383,697,40312,Business,Employed,15,Fair,0.59818354,,3,Velezfurt,OK,Heard Island and McDonald Islands,1,2,Low
46,Male,PhD,Married,37986,741,5217,Personal,Unemployed,11,Excellent,0.24326904,24766,4,North Stephanie,LA,Saint Lucia,2,2,Medium
66,Male,PhD,Married,100520,722,23612,Business,Self-employed,12,Good,0.311233278,188023,0,Susanland,AR,Jersey,,2,Low
27,Female,Bachelor's,Single,55423,785,10956,Personal,Employed,7,Fair,0.3365854,73141,4,Port Lindseyfort,MO,Saint Kitts and Nevis,1,1,Medium
68,Non-binary,High School,Widowed,107151,754,39626,Business,Employed,13,Fair,0.302066201,147103,1,South Aprilbury,TX,Equatorial Guinea,2,2,Low
54,Male,High School,Married,23794,754,42272,Personal,Unemployed,5,Good,0.534887509,273159,4,Mannmouth,MT,Angola,3,2,High
25,Male,Bachelor's,Single,107852,729,31976,Auto,Unemployed,13,Excellent,0.269008414,35531,2,West Ryan,IL,Vietnam,,2,Medium
21,Female,Master's,Married,38047,752,40762,Home,Unemployed,4,Poor,0.34395259,233376,,Aaronstad,NJ,Slovenia,2,0,Low
67,Female,High School,Single,,679,5317,Auto,Unemployed,12,Poor,0.35200248,202102,4,Jonathanmouth,DE,Guinea-Bissau,4,0,Medium
50,Female,Bachelor's,Divorced,43324,725,16412,Business,Self-employed,0,Fair,0.305512596,201283,,Wardhaven,ND,Tuvalu,2,1,Low
44,Non-binary,PhD,Widowed,,794,36521,Personal,Self-employed,2,Fair,0.418625725,122318,2,East Martin,IL,Algeria,2,0,Low
22,Female,PhD,Divorced,64649,,38312,Personal,Self-employed,0,Good,0.459164232,114375,0,Desireeville,AS,Niue,0,2,Medium
39,Male,High School,Single,20530,,26736,Auto,Unemployed,11,Good,0.240660934,137469,4,Austinmouth,GU,Congo,2,1,Medium
63,Male,Bachelor's,Divorced,117980,750,34913,Auto,Employed,14,Fair,0.31971399,79180,4,Higginsport,IN,Myanmar,4,0,Medium
